state	number_transitions
tree STATE_32090000	13
tree STATE_32100000	12
tree STATE_32110000	13
tree STATE_32120000	13
tree STATE_32130000	12
tree STATE_32140000	13
tree STATE_32150000	13
tree STATE_32160000	12
tree STATE_32170000	13
tree STATE_32180000	12
tree STATE_32190000	13
tree STATE_32200000	12
tree STATE_32210000	15
tree STATE_32220000	14
tree STATE_32230000	14
tree STATE_32240000	12
tree STATE_32250000	14
tree STATE_32260000	14
tree STATE_32270000	13
tree STATE_32280000	14
tree STATE_32290000	15
tree STATE_32300000	13
tree STATE_32310000	13
tree STATE_32320000	13
tree STATE_32330000	13
tree STATE_32340000	13
tree STATE_32350000	13
tree STATE_32360000	13
tree STATE_32370000	13
tree STATE_32380000	13
tree STATE_32390000	13
tree STATE_32400000	15
tree STATE_32410000	14
tree STATE_32420000	13
tree STATE_32430000	12
tree STATE_32440000	14
tree STATE_32450000	13
tree STATE_32460000	11
tree STATE_32470000	14
tree STATE_32480000	13
tree STATE_32490000	13
tree STATE_32500000	14
tree STATE_32510000	14
tree STATE_32520000	14
tree STATE_32530000	14
tree STATE_32540000	15
tree STATE_32550000	12
tree STATE_32560000	13
tree STATE_32570000	15
tree STATE_32580000	14
tree STATE_32590000	13
tree STATE_32600000	13
tree STATE_32610000	13
tree STATE_32620000	13
tree STATE_32630000	13
tree STATE_32640000	13
tree STATE_32650000	13
tree STATE_32660000	12
tree STATE_32670000	12
tree STATE_32680000	14
tree STATE_32690000	13
tree STATE_32700000	14
tree STATE_32710000	14
tree STATE_32720000	13
tree STATE_32730000	13
tree STATE_32740000	13
tree STATE_32750000	14
tree STATE_32760000	13
tree STATE_32770000	13
tree STATE_32780000	11
tree STATE_32790000	13
tree STATE_32800000	13
tree STATE_32810000	13
tree STATE_32820000	14
tree STATE_32830000	14
tree STATE_32840000	14
tree STATE_32850000	14
tree STATE_32860000	13
tree STATE_32870000	12
tree STATE_32880000	13
tree STATE_32890000	14
tree STATE_32900000	13
tree STATE_32910000	13
tree STATE_32920000	13
tree STATE_32930000	13
tree STATE_32940000	13
tree STATE_32950000	12
tree STATE_32960000	13
tree STATE_32970000	13
tree STATE_32980000	13
tree STATE_32990000	13
tree STATE_33000000	14
tree STATE_33010000	14
tree STATE_33020000	14
tree STATE_33030000	14
tree STATE_33040000	14
tree STATE_33050000	14
tree STATE_33060000	13
tree STATE_33070000	12
tree STATE_33080000	13
tree STATE_33090000	13
tree STATE_33100000	13
tree STATE_33110000	13
tree STATE_33120000	13
tree STATE_33130000	13
tree STATE_33140000	13
tree STATE_33150000	12
tree STATE_33160000	16
tree STATE_33170000	13
tree STATE_33180000	15
tree STATE_33190000	14
tree STATE_33200000	14
tree STATE_33210000	14
tree STATE_33220000	14
tree STATE_33230000	13
tree STATE_33240000	13
tree STATE_33250000	15
tree STATE_33260000	13
tree STATE_33270000	13
tree STATE_33280000	13
tree STATE_33290000	13
tree STATE_33300000	14
tree STATE_33310000	16
tree STATE_33320000	16
tree STATE_33330000	15
tree STATE_33340000	15
tree STATE_33350000	15
tree STATE_33360000	14
tree STATE_33370000	14
tree STATE_33380000	14
tree STATE_33390000	13
tree STATE_33400000	13
tree STATE_33410000	14
tree STATE_33420000	13
tree STATE_33430000	13
tree STATE_33440000	13
tree STATE_33450000	13
tree STATE_33460000	13
tree STATE_33470000	13
tree STATE_33480000	14
tree STATE_33490000	14
tree STATE_33500000	14
tree STATE_33510000	15
tree STATE_33520000	12
tree STATE_33530000	12
tree STATE_33540000	14
tree STATE_33550000	13
tree STATE_33560000	13
tree STATE_33570000	13
tree STATE_33580000	13
tree STATE_33590000	13
tree STATE_33600000	14
tree STATE_33610000	17
tree STATE_33620000	15
tree STATE_33630000	14
tree STATE_33640000	15
tree STATE_33650000	15
tree STATE_33660000	13
tree STATE_33670000	15
tree STATE_33680000	16
tree STATE_33690000	17
tree STATE_33700000	13
tree STATE_33710000	13
tree STATE_33720000	13
tree STATE_33730000	13
tree STATE_33740000	13
tree STATE_33750000	13
tree STATE_33760000	15
tree STATE_33770000	14
tree STATE_33780000	14
tree STATE_33790000	14
tree STATE_33800000	14
tree STATE_33810000	15
tree STATE_33820000	15
tree STATE_33830000	17
tree STATE_33840000	13
tree STATE_33850000	14
tree STATE_33860000	14
tree STATE_33870000	12
tree STATE_33880000	14
tree STATE_33890000	12
tree STATE_33900000	11
tree STATE_33910000	11
tree STATE_33920000	11
tree STATE_33930000	11
tree STATE_33940000	11
tree STATE_33950000	11
tree STATE_33960000	12
tree STATE_33970000	14
tree STATE_33980000	12
tree STATE_33990000	14
tree STATE_34000000	11
tree STATE_34010000	14
tree STATE_34020000	14
tree STATE_34030000	14
tree STATE_34040000	14
tree STATE_34050000	16
tree STATE_34060000	14
tree STATE_34070000	13
tree STATE_34080000	13
tree STATE_34090000	15
tree STATE_34100000	13
tree STATE_34110000	13
tree STATE_34120000	13
tree STATE_34130000	13
tree STATE_34140000	13
tree STATE_34150000	13
tree STATE_34160000	14
tree STATE_34170000	13
tree STATE_34180000	13
tree STATE_34190000	13
tree STATE_34200000	11
tree STATE_34210000	12
tree STATE_34220000	12
tree STATE_34230000	13
tree STATE_34240000	12
tree STATE_34250000	12
tree STATE_34260000	12
tree STATE_34270000	13
tree STATE_34280000	11
tree STATE_34290000	12
tree STATE_34300000	12
tree STATE_34310000	14
tree STATE_34320000	13
tree STATE_34330000	13
tree STATE_34340000	13
tree STATE_34350000	13
tree STATE_34360000	12
tree STATE_34370000	12
tree STATE_34380000	11
tree STATE_34390000	10
tree STATE_34400000	10
tree STATE_34410000	11
tree STATE_34420000	14
tree STATE_34430000	15
tree STATE_34440000	13
tree STATE_34450000	14
tree STATE_34460000	11
tree STATE_34470000	13
tree STATE_34480000	13
tree STATE_34490000	13
tree STATE_34500000	13
tree STATE_34510000	15
tree STATE_34520000	15
tree STATE_34530000	14
tree STATE_34540000	16
tree STATE_34550000	14
tree STATE_34560000	14
tree STATE_34570000	13
tree STATE_34580000	14
tree STATE_34590000	14
tree STATE_34600000	14
tree STATE_34610000	14
tree STATE_34620000	14
tree STATE_34630000	15
tree STATE_34640000	14
tree STATE_34650000	14
tree STATE_34660000	14
tree STATE_34670000	14
tree STATE_34680000	14
tree STATE_34690000	15
tree STATE_34700000	14
tree STATE_34710000	13
tree STATE_34720000	15
tree STATE_34730000	14
tree STATE_34740000	13
tree STATE_34750000	13
tree STATE_34760000	11
tree STATE_34770000	13
tree STATE_34780000	12
tree STATE_34790000	11
tree STATE_34800000	13
tree STATE_34810000	12
tree STATE_34820000	13
tree STATE_34830000	12
tree STATE_34840000	11
tree STATE_34850000	12
tree STATE_34860000	12
tree STATE_34870000	12
tree STATE_34880000	13
tree STATE_34890000	13
tree STATE_34900000	12
tree STATE_34910000	15
tree STATE_34920000	13
tree STATE_34930000	13
tree STATE_34940000	13
tree STATE_34950000	13
tree STATE_34960000	13
tree STATE_34970000	13
tree STATE_34980000	12
tree STATE_34990000	12
tree STATE_35000000	13
tree STATE_35010000	14
tree STATE_35020000	14
tree STATE_35030000	13
tree STATE_35040000	13
tree STATE_35050000	13
tree STATE_35060000	14
tree STATE_35070000	14
tree STATE_35080000	12
tree STATE_35090000	14
tree STATE_35100000	13
tree STATE_35110000	12
tree STATE_35120000	14
tree STATE_35130000	12
tree STATE_35140000	13
tree STATE_35150000	13
tree STATE_35160000	12
tree STATE_35170000	13
tree STATE_35180000	13
tree STATE_35190000	13
tree STATE_35200000	13
tree STATE_35210000	13
tree STATE_35220000	13
tree STATE_35230000	13
tree STATE_35240000	13
tree STATE_35250000	13
tree STATE_35260000	12
tree STATE_35270000	13
tree STATE_35280000	13
tree STATE_35290000	13
tree STATE_35300000	13
tree STATE_35310000	13
tree STATE_35320000	14
tree STATE_35330000	11
tree STATE_35340000	12
tree STATE_35350000	12
tree STATE_35360000	12
tree STATE_35370000	12
tree STATE_35380000	12
tree STATE_35390000	12
tree STATE_35400000	12
tree STATE_35410000	12
tree STATE_35420000	13
tree STATE_35430000	13
tree STATE_35440000	13
tree STATE_35450000	14
tree STATE_35460000	13
tree STATE_35470000	12
tree STATE_35480000	12
tree STATE_35490000	12
tree STATE_35500000	13
tree STATE_35510000	14
tree STATE_35520000	13
tree STATE_35530000	13
tree STATE_35540000	13
tree STATE_35550000	12
tree STATE_35560000	12
tree STATE_35570000	12
tree STATE_35580000	11
tree STATE_35590000	13
tree STATE_35600000	14
tree STATE_35610000	14
tree STATE_35620000	12
tree STATE_35630000	12
tree STATE_35640000	12
tree STATE_35650000	12
tree STATE_35660000	12
tree STATE_35670000	13
tree STATE_35680000	13
tree STATE_35690000	14
tree STATE_35700000	13
tree STATE_35710000	13
tree STATE_35720000	14
tree STATE_35730000	14
tree STATE_35740000	15
tree STATE_35750000	15
tree STATE_35760000	13
tree STATE_35770000	13
tree STATE_35780000	11
tree STATE_35790000	13
tree STATE_35800000	13
tree STATE_35810000	14
tree STATE_35820000	14
tree STATE_35830000	14
tree STATE_35840000	17
tree STATE_35850000	14
tree STATE_35860000	14
tree STATE_35870000	14
tree STATE_35880000	14
tree STATE_35890000	13
tree STATE_35900000	13
tree STATE_35910000	13
tree STATE_35920000	13
tree STATE_35930000	13
tree STATE_35940000	13
tree STATE_35950000	13
tree STATE_35960000	13
tree STATE_35970000	16
tree STATE_35980000	14
tree STATE_35990000	14
tree STATE_36000000	12
tree STATE_36010000	13
tree STATE_36020000	13
tree STATE_36030000	13
tree STATE_36040000	12
tree STATE_36050000	13
tree STATE_36060000	14
tree STATE_36070000	13
tree STATE_36080000	13
tree STATE_36090000	11
tree STATE_36100000	13
tree STATE_36110000	13
tree STATE_36120000	13
tree STATE_36130000	12
tree STATE_36140000	13
tree STATE_36150000	13
tree STATE_36160000	13
tree STATE_36170000	13
tree STATE_36180000	13
tree STATE_36190000	13
tree STATE_36200000	13
tree STATE_36210000	16
tree STATE_36220000	15
tree STATE_36230000	14
tree STATE_36240000	14
tree STATE_36250000	14
tree STATE_36260000	13
tree STATE_36270000	13
tree STATE_36280000	13
tree STATE_36290000	14
tree STATE_36300000	14
tree STATE_36310000	14
tree STATE_36320000	14
tree STATE_36330000	14
tree STATE_36340000	14
tree STATE_36350000	15
tree STATE_36360000	15
tree STATE_36370000	16
tree STATE_36380000	13
tree STATE_36390000	15
tree STATE_36400000	12
tree STATE_36410000	13
tree STATE_36420000	14
tree STATE_36430000	14
tree STATE_36440000	14
tree STATE_36450000	13
tree STATE_36460000	13
tree STATE_36470000	13
tree STATE_36480000	13
tree STATE_36490000	14
tree STATE_36500000	13
tree STATE_36510000	13
tree STATE_36520000	14
tree STATE_36530000	13
tree STATE_36540000	13
tree STATE_36550000	13
tree STATE_36560000	13
tree STATE_36570000	13
tree STATE_36580000	13
tree STATE_36590000	16
tree STATE_36600000	13
tree STATE_36610000	13
tree STATE_36620000	12
tree STATE_36630000	14
tree STATE_36640000	14
tree STATE_36650000	14
tree STATE_36660000	14
tree STATE_36670000	13
tree STATE_36680000	14
tree STATE_36690000	13
tree STATE_36700000	13
tree STATE_36710000	13
tree STATE_36720000	13
tree STATE_36730000	13
tree STATE_36740000	14
tree STATE_36750000	14
tree STATE_36760000	14
tree STATE_36770000	14
tree STATE_36780000	13
tree STATE_36790000	14
tree STATE_36800000	15
tree STATE_36810000	14
tree STATE_36820000	15
tree STATE_36830000	12
tree STATE_36840000	15
tree STATE_36850000	15
tree STATE_36860000	14
tree STATE_36870000	13
tree STATE_36880000	14
tree STATE_36890000	14
tree STATE_36900000	16
tree STATE_36910000	16
tree STATE_36920000	16
tree STATE_36930000	14
tree STATE_36940000	14
tree STATE_36950000	15
tree STATE_36960000	14
tree STATE_36970000	14
tree STATE_36980000	16
tree STATE_36990000	14
tree STATE_37000000	14
tree STATE_37010000	15
tree STATE_37020000	15
tree STATE_37030000	15
tree STATE_37040000	15
tree STATE_37050000	15
tree STATE_37060000	15
tree STATE_37070000	13
tree STATE_37080000	12
tree STATE_37090000	12
tree STATE_37100000	13
tree STATE_37110000	14
tree STATE_37120000	14
tree STATE_37130000	13
tree STATE_37140000	13
tree STATE_37150000	13
tree STATE_37160000	13
tree STATE_37170000	13
tree STATE_37180000	13
tree STATE_37190000	15
tree STATE_37200000	14
tree STATE_37210000	14
tree STATE_37220000	13
tree STATE_37230000	16
tree STATE_37240000	13
tree STATE_37250000	13
tree STATE_37260000	12
tree STATE_37270000	14
tree STATE_37280000	14
tree STATE_37290000	13
tree STATE_37300000	16
tree STATE_37310000	16
tree STATE_37320000	16
tree STATE_37330000	15
tree STATE_37340000	13
tree STATE_37350000	13
tree STATE_37360000	14
tree STATE_37370000	14
tree STATE_37380000	14
tree STATE_37390000	14
tree STATE_37400000	14
tree STATE_37410000	14
tree STATE_37420000	14
tree STATE_37430000	13
tree STATE_37440000	13
tree STATE_37450000	13
tree STATE_37460000	14
tree STATE_37470000	13
tree STATE_37480000	13
tree STATE_37490000	14
tree STATE_37500000	14
tree STATE_37510000	13
tree STATE_37520000	14
tree STATE_37530000	12
tree STATE_37540000	14
tree STATE_37550000	13
tree STATE_37560000	13
tree STATE_37570000	13
tree STATE_37580000	13
tree STATE_37590000	13
tree STATE_37600000	15
tree STATE_37610000	14
tree STATE_37620000	13
tree STATE_37630000	13
tree STATE_37640000	13
tree STATE_37650000	13
tree STATE_37660000	14
tree STATE_37670000	14
tree STATE_37680000	16
tree STATE_37690000	14
tree STATE_37700000	13
tree STATE_37710000	13
tree STATE_37720000	13
tree STATE_37730000	13
tree STATE_37740000	13
tree STATE_37750000	13
tree STATE_37760000	13
tree STATE_37770000	13
tree STATE_37780000	13
tree STATE_37790000	13
tree STATE_37800000	12
tree STATE_37810000	13
tree STATE_37820000	13
tree STATE_37830000	12
tree STATE_37840000	12
tree STATE_37850000	12
tree STATE_37860000	13
tree STATE_37870000	13
tree STATE_37880000	13
tree STATE_37890000	14
tree STATE_37900000	13
tree STATE_37910000	13
tree STATE_37920000	13
tree STATE_37930000	12
tree STATE_37940000	13
tree STATE_37950000	14
tree STATE_37960000	14
tree STATE_37970000	13
tree STATE_37980000	13
tree STATE_37990000	13
tree STATE_38000000	13
tree STATE_38010000	13
tree STATE_38020000	12
tree STATE_38030000	13
tree STATE_38040000	13
tree STATE_38050000	13
tree STATE_38060000	13
tree STATE_38070000	12
tree STATE_38080000	12
tree STATE_38090000	13
tree STATE_38100000	11
tree STATE_38110000	13
tree STATE_38120000	13
tree STATE_38130000	14
tree STATE_38140000	15
tree STATE_38150000	15
tree STATE_38160000	14
tree STATE_38170000	14
tree STATE_38180000	14
tree STATE_38190000	14
tree STATE_38200000	14
tree STATE_38210000	14
tree STATE_38220000	14
tree STATE_38230000	13
tree STATE_38240000	13
tree STATE_38250000	12
tree STATE_38260000	15
tree STATE_38270000	14
tree STATE_38280000	15
tree STATE_38290000	14
tree STATE_38300000	12
tree STATE_38310000	14
tree STATE_38320000	14
tree STATE_38330000	14
tree STATE_38340000	14
tree STATE_38350000	14
tree STATE_38360000	14
tree STATE_38370000	14
tree STATE_38380000	14
tree STATE_38390000	15
tree STATE_38400000	13
tree STATE_38410000	13
tree STATE_38420000	12
tree STATE_38430000	13
tree STATE_38440000	15
tree STATE_38450000	13
tree STATE_38460000	15
tree STATE_38470000	12
tree STATE_38480000	13
tree STATE_38490000	13
tree STATE_38500000	13
tree STATE_38510000	13
tree STATE_38520000	13
tree STATE_38530000	14
tree STATE_38540000	13
tree STATE_38550000	13
tree STATE_38560000	12
tree STATE_38570000	15
tree STATE_38580000	15
tree STATE_38590000	14
tree STATE_38600000	14
tree STATE_38610000	13
tree STATE_38620000	13
tree STATE_38630000	14
tree STATE_38640000	14
tree STATE_38650000	11
tree STATE_38660000	12
tree STATE_38670000	12
tree STATE_38680000	12
tree STATE_38690000	11
tree STATE_38700000	11
tree STATE_38710000	14
tree STATE_38720000	12
tree STATE_38730000	12
tree STATE_38740000	12
tree STATE_38750000	12
tree STATE_38760000	12
tree STATE_38770000	11
tree STATE_38780000	13
tree STATE_38790000	14
tree STATE_38800000	13
tree STATE_38810000	13
tree STATE_38820000	12
tree STATE_38830000	13
tree STATE_38840000	13
tree STATE_38850000	13
tree STATE_38860000	12
tree STATE_38870000	12
tree STATE_38880000	14
tree STATE_38890000	15
tree STATE_38900000	13
tree STATE_38910000	14
tree STATE_38920000	14
tree STATE_38930000	13
tree STATE_38940000	13
tree STATE_38950000	13
tree STATE_38960000	11
tree STATE_38970000	13
tree STATE_38980000	13
tree STATE_38990000	13
tree STATE_39000000	13
tree STATE_39010000	14
tree STATE_39020000	12
tree STATE_39030000	13
tree STATE_39040000	13
tree STATE_39050000	12
tree STATE_39060000	13
tree STATE_39070000	14
tree STATE_39080000	14
tree STATE_39090000	13
tree STATE_39100000	12
tree STATE_39110000	13
tree STATE_39120000	13
tree STATE_39130000	13
tree STATE_39140000	12
tree STATE_39150000	13
tree STATE_39160000	13
tree STATE_39170000	14
tree STATE_39180000	14
tree STATE_39190000	17
tree STATE_39200000	16
tree STATE_39210000	13
tree STATE_39220000	13
tree STATE_39230000	12
tree STATE_39240000	14
tree STATE_39250000	13
tree STATE_39260000	15
tree STATE_39270000	13
tree STATE_39280000	13
tree STATE_39290000	12
tree STATE_39300000	13
tree STATE_39310000	15
tree STATE_39320000	13
tree STATE_39330000	15
tree STATE_39340000	14
tree STATE_39350000	14
tree STATE_39360000	14
tree STATE_39370000	13
tree STATE_39380000	14
tree STATE_39390000	14
tree STATE_39400000	14
tree STATE_39410000	13
tree STATE_39420000	14
tree STATE_39430000	12
tree STATE_39440000	13
tree STATE_39450000	15
tree STATE_39460000	13
tree STATE_39470000	13
tree STATE_39480000	13
tree STATE_39490000	13
tree STATE_39500000	14
tree STATE_39510000	13
tree STATE_39520000	12
tree STATE_39530000	13
tree STATE_39540000	12
tree STATE_39550000	12
tree STATE_39560000	12
tree STATE_39570000	14
tree STATE_39580000	14
tree STATE_39590000	13
tree STATE_39600000	13
tree STATE_39610000	12
tree STATE_39620000	14
tree STATE_39630000	14
tree STATE_39640000	13
tree STATE_39650000	13
tree STATE_39660000	12
tree STATE_39670000	13
tree STATE_39680000	14
tree STATE_39690000	13
tree STATE_39700000	13
tree STATE_39710000	13
tree STATE_39720000	13
tree STATE_39730000	13
tree STATE_39740000	14
tree STATE_39750000	13
tree STATE_39760000	14
tree STATE_39770000	15
tree STATE_39780000	14
tree STATE_39790000	15
tree STATE_39800000	14
tree STATE_39810000	15
tree STATE_39820000	15
tree STATE_39830000	16
tree STATE_39840000	14
tree STATE_39850000	13
tree STATE_39860000	12
tree STATE_39870000	16
tree STATE_39880000	14
tree STATE_39890000	12
tree STATE_39900000	12
tree STATE_39910000	11
tree STATE_39920000	11
tree STATE_39930000	13
tree STATE_39940000	11
tree STATE_39950000	13
tree STATE_39960000	13
tree STATE_39970000	13
tree STATE_39980000	13
tree STATE_39990000	16
tree STATE_40000000	13
tree STATE_40010000	13
tree STATE_40020000	13
tree STATE_40030000	13
tree STATE_40040000	13
tree STATE_40050000	13
tree STATE_40060000	14
tree STATE_40070000	13
tree STATE_40080000	14
tree STATE_40090000	14
tree STATE_40100000	14
tree STATE_40110000	14
tree STATE_40120000	13
tree STATE_40130000	13
tree STATE_40140000	13
tree STATE_40150000	13
tree STATE_40160000	13
tree STATE_40170000	13
tree STATE_40180000	13
tree STATE_40190000	14
tree STATE_40200000	14
tree STATE_40210000	13
tree STATE_40220000	13
tree STATE_40230000	13
tree STATE_40240000	14
tree STATE_40250000	14
tree STATE_40260000	12
tree STATE_40270000	12
tree STATE_40280000	13
tree STATE_40290000	14
tree STATE_40300000	13
tree STATE_40310000	16
tree STATE_40320000	13
tree STATE_40330000	14
tree STATE_40340000	12
tree STATE_40350000	12
tree STATE_40360000	13
tree STATE_40370000	13
tree STATE_40380000	13
tree STATE_40390000	13
tree STATE_40400000	13
tree STATE_40410000	13
tree STATE_40420000	13
tree STATE_40430000	13
tree STATE_40440000	13
tree STATE_40450000	14
tree STATE_40460000	13
tree STATE_40470000	12
tree STATE_40480000	13
tree STATE_40490000	14
tree STATE_40500000	13
tree STATE_40510000	15
tree STATE_40520000	14
tree STATE_40530000	15
tree STATE_40540000	15
tree STATE_40550000	15
tree STATE_40560000	12
tree STATE_40570000	15
tree STATE_40580000	12
tree STATE_40590000	13
tree STATE_40600000	14
tree STATE_40610000	13
tree STATE_40620000	12
tree STATE_40630000	14
tree STATE_40640000	13
tree STATE_40650000	12
tree STATE_40660000	14
tree STATE_40670000	13
tree STATE_40680000	13
tree STATE_40690000	13
tree STATE_40700000	13
tree STATE_40710000	13
tree STATE_40720000	12
tree STATE_40730000	13
tree STATE_40740000	12
tree STATE_40750000	13
tree STATE_40760000	14
tree STATE_40770000	13
tree STATE_40780000	14
tree STATE_40790000	14
tree STATE_40800000	14
tree STATE_40810000	14
tree STATE_40820000	14
tree STATE_40830000	14
tree STATE_40840000	14
tree STATE_40850000	15
tree STATE_40860000	14
tree STATE_40870000	15
tree STATE_40880000	16
tree STATE_40890000	14
tree STATE_40900000	13
tree STATE_40910000	13
tree STATE_40920000	15
tree STATE_40930000	15
tree STATE_40940000	15
tree STATE_40950000	15
tree STATE_40960000	16
tree STATE_40970000	15
tree STATE_40980000	15
tree STATE_40990000	15
tree STATE_41000000	15
tree STATE_41010000	13
tree STATE_41020000	14
tree STATE_41030000	14
tree STATE_41040000	14
tree STATE_41050000	14
tree STATE_41060000	14
tree STATE_41070000	13
tree STATE_41080000	13
tree STATE_41090000	13
tree STATE_41100000	13
tree STATE_41110000	13
tree STATE_41120000	14
tree STATE_41130000	13
tree STATE_41140000	14
tree STATE_41150000	13
tree STATE_41160000	14
tree STATE_41170000	14
tree STATE_41180000	13
tree STATE_41190000	14
tree STATE_41200000	13
tree STATE_41210000	15
tree STATE_41220000	13
tree STATE_41230000	13
tree STATE_41240000	14
tree STATE_41250000	11
tree STATE_41260000	13
tree STATE_41270000	13
tree STATE_41280000	14
tree STATE_41290000	13
tree STATE_41300000	13
tree STATE_41310000	13
tree STATE_41320000	13
tree STATE_41330000	13
tree STATE_41340000	13
tree STATE_41350000	13
tree STATE_41360000	13
tree STATE_41370000	13
tree STATE_41380000	14
tree STATE_41390000	13
tree STATE_41400000	13
tree STATE_41410000	14
tree STATE_41420000	14
tree STATE_41430000	14
tree STATE_41440000	15
tree STATE_41450000	14
tree STATE_41460000	15
tree STATE_41470000	15
tree STATE_41480000	14
tree STATE_41490000	14
tree STATE_41500000	14
tree STATE_41510000	13
tree STATE_41520000	12
tree STATE_41530000	14
tree STATE_41540000	12
tree STATE_41550000	12
tree STATE_41560000	13
tree STATE_41570000	13
tree STATE_41580000	12
tree STATE_41590000	13
tree STATE_41600000	13
tree STATE_41610000	13
tree STATE_41620000	12
tree STATE_41630000	13
tree STATE_41640000	12
tree STATE_41650000	13
tree STATE_41660000	12
tree STATE_41670000	11
tree STATE_41680000	13
tree STATE_41690000	11
tree STATE_41700000	12
tree STATE_41710000	13
tree STATE_41720000	13
tree STATE_41730000	13
tree STATE_41740000	13
tree STATE_41750000	13
tree STATE_41760000	13
tree STATE_41770000	16
tree STATE_41780000	13
tree STATE_41790000	13
tree STATE_41800000	14
tree STATE_41810000	13
tree STATE_41820000	13
tree STATE_41830000	14
tree STATE_41840000	13
tree STATE_41850000	14
tree STATE_41860000	13
tree STATE_41870000	13
tree STATE_41880000	13
tree STATE_41890000	15
tree STATE_41900000	14
tree STATE_41910000	13
tree STATE_41920000	13
tree STATE_41930000	13
tree STATE_41940000	13
tree STATE_41950000	13
tree STATE_41960000	13
tree STATE_41970000	14
tree STATE_41980000	13
tree STATE_41990000	13
tree STATE_42000000	13
tree STATE_42010000	13
tree STATE_42020000	13
tree STATE_42030000	13
tree STATE_42040000	14
tree STATE_42050000	14
tree STATE_42060000	14
tree STATE_42070000	13
tree STATE_42080000	13
tree STATE_42090000	12
tree STATE_42100000	12
tree STATE_42110000	13
tree STATE_42120000	13
tree STATE_42130000	13
tree STATE_42140000	12
tree STATE_42150000	14
tree STATE_42160000	14
tree STATE_42170000	14
tree STATE_42180000	13
tree STATE_42190000	11
tree STATE_42200000	11
tree STATE_42210000	13
tree STATE_42220000	13
tree STATE_42230000	15
tree STATE_42240000	15
tree STATE_42250000	13
tree STATE_42260000	11
tree STATE_42270000	13
tree STATE_42280000	13
tree STATE_42290000	13
tree STATE_42300000	13
tree STATE_42310000	13
tree STATE_42320000	14
tree STATE_42330000	14
tree STATE_42340000	16
tree STATE_42350000	14
tree STATE_42360000	17
tree STATE_42370000	15
tree STATE_42380000	14
tree STATE_42390000	13
tree STATE_42400000	15
tree STATE_42410000	14
tree STATE_42420000	14
tree STATE_42430000	14
tree STATE_42440000	14
tree STATE_42450000	14
tree STATE_42460000	14
tree STATE_42470000	14
tree STATE_42480000	13
tree STATE_42490000	13
tree STATE_42500000	13
tree STATE_42510000	13
tree STATE_42520000	13
tree STATE_42530000	15
tree STATE_42540000	15
tree STATE_42550000	14
tree STATE_42560000	15
tree STATE_42570000	14
tree STATE_42580000	13
tree STATE_42590000	13
tree STATE_42600000	14
tree STATE_42610000	14
tree STATE_42620000	14
tree STATE_42630000	14
tree STATE_42640000	13
tree STATE_42650000	13
tree STATE_42660000	14
tree STATE_42670000	14
tree STATE_42680000	15
tree STATE_42690000	13
tree STATE_42700000	14
tree STATE_42710000	14
tree STATE_42720000	14
tree STATE_42730000	14
tree STATE_42740000	14
tree STATE_42750000	13
tree STATE_42760000	14
tree STATE_42770000	13
tree STATE_42780000	13
tree STATE_42790000	13
tree STATE_42800000	12
tree STATE_42810000	13
tree STATE_42820000	13
tree STATE_42830000	14
tree STATE_42840000	13
tree STATE_42850000	14
tree STATE_42860000	14
tree STATE_42870000	13
tree STATE_42880000	11
tree STATE_42890000	13
tree STATE_42900000	12
tree STATE_42910000	13
tree STATE_42920000	13
tree STATE_42930000	13
tree STATE_42940000	13
tree STATE_42950000	13
tree STATE_42960000	13
tree STATE_42970000	13
tree STATE_42980000	12
tree STATE_42990000	12
tree STATE_43000000	12
tree STATE_43010000	14
tree STATE_43020000	13
tree STATE_43030000	13
tree STATE_43040000	13
tree STATE_43050000	14
tree STATE_43060000	14
tree STATE_43070000	14
tree STATE_43080000	11
tree STATE_43090000	12
tree STATE_43100000	13
tree STATE_43110000	13
tree STATE_43120000	13
tree STATE_43130000	12
tree STATE_43140000	13
tree STATE_43150000	13
tree STATE_43160000	13
tree STATE_43170000	13
tree STATE_43180000	13
tree STATE_43190000	14
tree STATE_43200000	13
tree STATE_43210000	13
tree STATE_43220000	13
tree STATE_43230000	13
tree STATE_43240000	13
tree STATE_43250000	13
tree STATE_43260000	13
tree STATE_43270000	15
tree STATE_43280000	14
tree STATE_43290000	13
tree STATE_43300000	13
tree STATE_43310000	12
tree STATE_43320000	14
tree STATE_43330000	13
tree STATE_43340000	12
tree STATE_43350000	14
tree STATE_43360000	12
tree STATE_43370000	13
tree STATE_43380000	12
tree STATE_43390000	14
tree STATE_43400000	13
tree STATE_43410000	13
tree STATE_43420000	13
tree STATE_43430000	12
tree STATE_43440000	14
tree STATE_43450000	13
tree STATE_43460000	13
tree STATE_43470000	13
tree STATE_43480000	13
tree STATE_43490000	13
tree STATE_43500000	13
tree STATE_43510000	13
tree STATE_43520000	11
tree STATE_43530000	13
tree STATE_43540000	13
tree STATE_43550000	13
tree STATE_43560000	13
tree STATE_43570000	13
tree STATE_43580000	13
tree STATE_43590000	13
tree STATE_43600000	13
tree STATE_43610000	13
tree STATE_43620000	13
tree STATE_43630000	12
tree STATE_43640000	13
tree STATE_43650000	13
tree STATE_43660000	13
tree STATE_43670000	14
tree STATE_43680000	13
tree STATE_43690000	13
tree STATE_43700000	13
tree STATE_43710000	13
tree STATE_43720000	13
tree STATE_43730000	12
tree STATE_43740000	13
